galaxy,variant,n_points,r_max_kpc,distance_mpc,rmse_DeltaX_absolute,rmse_DeltaX_shape,rmse_DeltaX_shape_inner,rmse_DeltaX_shape_outer,rmse_V_absolute,rmse_V_scaled,V_scale_alpha,median_DeltaX_obs,median_DeltaX_pred
UGC06787,full,71,37.19,21.3,0.17077394988645053,0.1564468248691751,0.17978147536996558,0.12781510365150187,41.509618630980036,39.575960535951275,0.9498355616754232,1.0226141204736836,1.1735153101826485
UGC06818,full,8,6.98,18.0,0.33620398586566913,0.2202644940474355,0.09016690944154448,0.11620141810899982,13.905980004609681,8.935872148456959,1.2443394091168902,1.3035902674773259,1.1393760813563911
UGC06917,full,11,10.47,18.0,0.3865101952107221,0.13850859816817365,0.10267398187320972,0.09309158272114115,25.47454200847953,9.278598868524782,1.3328665813749816,1.4670013311527366,1.0916613806707618
UGC06923,full,6,5.16,18.0,0.1723760878724852,0.11066626902862095,0.15441316410700665,0.024268601809639828,10.41743067503723,6.475447532568132,1.1339452535884786,1.2469815301559737,1.014988981649821
UGC06930,full,10,16.61,18.0,0.46546041634339264,0.14804132778197518,0.11061491597188877,0.1691875898880302,31.210440953981678,10.308166656323657,1.4277232894099359,1.4292791043124742,1.0189011771879817
UGC06973,full,9,7.85,18.0,0.25979576680970196,0.06218275877498577,0.033423505484748615,0.08018512644190555,61.83168727491197,14.329325809646614,0.7422640115357767,0.7799478580444084,1.0427790157883396
UGC06983,full,17,15.68,18.0,0.547873171934613,0.13709991874154043,0.1042025370411786,0.08384915535128486,33.392729968055995,8.22903836238292,1.4668562304297978,1.7381208456224406,1.168800283650959
UGC07089,full,12,9.16,18.0,0.24788854085406836,0.1360338498614323,0.13650875035939472,0.1344733332804244,11.431596909020502,5.987100993546322,1.1863496468785208,1.2252455032274123,1.061151604051666
UGC07125,full,13,18.68,19.8,0.2224557456473061,0.1343873923063257,0.0625261062218906,0.12514208033318527,9.52851031863707,5.844610902383261,1.150399913519075,1.356344436947655,1.1150870732797624
UGC07151,full,11,5.5,6.87,0.2044767476008573,0.15389794266003712,0.13553710859425613,0.05840782544528054,8.953194647777527,6.941445990384003,1.09740680788124,1.295399332886632,1.1941826877480195
UGC07232,full,4,0.82,2.83,0.44074198279838195,0.26410366757258963,,,11.992651046778228,6.646170797982203,1.4652401938546993,1.1523357808612062,0.8740662180401609
UGC07261,full,7,6.67,13.1,0.49257549446379956,0.254998096069493,0.3203160594654033,0.07595410156910698,19.678580191971477,8.505870692761546,1.3579961471004203,1.5371417635227682,1.1624639215429209
UGC07323,full,10,5.82,8.0,0.16629352627846594,0.12017113979148822,0.1519263932093651,0.07542493527016945,7.324550418177999,4.428042172859347,1.1015012762106633,1.1286548634271436,1.0520527334674459
UGC07399,full,10,6.13,8.43,1.1292917893228844,0.14118605151141256,0.15226075642404277,0.05202674988486418,45.18583880559207,5.6018342128094165,1.9988020818763403,2.277029741002477,1.1669585985358806
UGC07524,full,31,10.69,4.74,0.64121704620454,0.23162925255376055,0.152189466583215,0.23059909692231775,24.06259223471736,9.180236470922495,1.5214353733906878,1.6607144222732497,1.0757131249698586
UGC07559,full,7,2.53,4.97,0.2169444531255354,0.04921527487259915,0.06288590509018567,0.016504607333518405,4.251410549895086,0.8641972494911175,1.2003700656378884,1.3195608679816018,1.0882272907856567
UGC07577,full,9,1.69,2.59,0.20268882529353097,0.19852120420303498,0.1472127229895271,0.14762045605631063,2.647676253978357,2.431879310396425,1.101666926252307,0.8800957900398471,0.8541517781747955
UGC07603,full,12,4.11,4.7,0.6867290642426281,0.08346526047620396,0.08254614501501062,0.053939367685026274,20.689856435961346,2.5114623090893238,1.6069146336978748,1.793131542464903,1.1151579415454722
UGC07608,full,8,4.78,8.21,1.2752311852736884,0.24666968604145187,0.27054018381299955,0.13298620831838542,28.28199609708046,4.652952138268212,2.1581002422626097,2.4275226778619476,1.065226752518441
UGC07690,full,7,4.13,8.11,0.23589107665213105,0.15139708067639787,0.14151642742700693,0.04278422483410317,11.248874195504033,6.999606748439744,1.1856364386738658,1.2725826990798674,1.1571678993933001
UGC07866,full,7,2.32,4.57,0.3751954601172555,0.15902265191858153,0.10133373873264034,0.030010332791591394,6.093400611860214,2.376837328408355,1.28176748227213,1.3819437251299584,0.9946874885283742
UGC08286,full,17,8.04,6.5,0.8749611220243875,0.22813270423208518,0.2704625890220957,0.06384691243989003,32.64055661637724,7.090549839629696,1.7520383422302943,1.9300855019762757,1.0661376241467486
UGC08490,full,30,10.15,4.65,0.8637672609334337,0.117225198404003,0.15950218171674047,0.03971680822384772,32.08647993488246,3.7564756051859147,1.728141853729606,2.059243520216767,1.1996247390672634
UGC08550,full,11,5.36,6.7,0.8430572708891468,0.18864011890040078,0.14730391361182005,0.19914636012145512,21.67807962485776,4.756903488985894,1.7238519009744433,2.0478351161997117,1.0755585400056438
UGC08699,full,41,25.7,39.3,0.14750131731111119,0.1399533943464208,0.16310896286341117,0.06181650985077577,26.188688205484997,26.049206865164614,0.9854318770889948,1.1243753366310973,1.1944870173380602
UGC08837,full,8,4.2,7.21,0.24772672147098213,0.1798101738798178,0.08472755971695484,0.045990883563727304,7.997224718876803,3.8549786081707906,1.2650159276231228,1.0952341026159707,0.9432767931151325
UGC09037,full,22,27.96,83.6,0.16442135782354184,0.056995744625660386,0.03879428164282068,0.04681046951378908,23.85365127627631,8.059385067736173,0.8616767446767287,0.996312321777184,1.1686974185511594
UGC09133,full,68,108.31,57.1,0.3280408792580672,0.20589675622058157,0.2457180205849765,0.0538275491718941,64.1042043203576,50.9483169153634,0.8699679232325814,1.012949756436624,1.1381901656020925
UGC09992,full,5,3.89,10.7,0.3036884413859085,0.220769518021116,0.09270963440423499,,7.258042025664707,5.515782370855366,1.1753761999107037,1.217104341541153,0.9082542354574207
UGC10310,full,7,7.74,15.2,0.59451694184091,0.16791275107242934,0.14934534875486769,0.07509404432671639,23.26330602270124,5.633002394883041,1.5459715731460244,1.5400422527923547,0.9941911388983223
UGC11455,full,36,41.93,78.6,0.3724658284176616,0.12272054363606703,0.11236493995262548,0.0529073139742523,102.83810826980354,25.139096102041282,0.7038353677576272,0.8738037112344957,1.180526944963232
UGC11557,full,12,10.56,24.2,0.39914873286452623,0.07497799462662177,0.07187332808592053,0.05514207212688039,32.62340993928115,4.612977469289449,0.6606389472808354,0.7538923540836939,1.1445377214865946
UGC11820,full,10,15.82,18.1,0.7211238124956588,0.5287915422348235,0.3182119783166482,0.10880881642762391,15.096925393589595,9.545095139565124,1.262799554683351,1.846915704860528,1.1160988966146785
UGC11914,full,65,9.83,16.9,0.2490909481644014,0.1894022396539725,0.1616086420010755,0.12449729633983289,72.89524626964072,52.503412989444335,0.8450013166160251,0.9406398159057956,1.068808573465542
UGC12506,full,31,49.99,100.6,0.6755470435695714,0.5835468454212674,0.760902904259349,0.0788886895804778,61.42249163722802,40.15402133788633,1.2571105248310994,1.5659653938359697,1.1860134969058003
UGC12632,full,15,10.66,9.77,0.8060500641375279,0.3313076863790941,0.23216873773650085,0.2211310180350355,24.713685917350766,9.72112964334537,1.5910689827575597,1.8285326199353422,1.0837606914357516
UGC12732,full,16,15.4,13.2,0.8500595076565236,0.2616523268621536,0.21691674895942084,0.16376896700237245,32.05790149690259,9.02136931092847,1.665581695660802,1.9960877436412603,1.1297038671021293
UGCA281,full,7,1.08,5.68,0.5027451189687809,0.3040258527024172,0.3574719760627443,0.02411823403531994,6.163543056541674,2.052989678838651,1.3312417655867963,1.3798851615483974,0.9354188023229489
UGCA442,full,8,6.33,4.35,1.1336154044324966,0.30901859026056044,0.4251620045043696,0.05933051199872067,23.180749240984284,2.521167538802842,1.9567847874568158,2.092362421689624,1.0355482288911533
UGCA444,full,36,2.62,0.98,1.1794840686369912,0.7484948408659156,0.946596185087642,0.2312088140068439,11.292399774929233,4.023113139142501,1.6268164550209558,2.0204726697978446,1.165174278327045
