r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
1.95,32.0,25.080169457162764,1.2759084445045872,0.76904359101566,285190588.7358722,1.95,0.20230406233981013,1.5379000493626003,0.040136608443116374,1.0196908813855934,0.09161267586889033,0.2506426735218509,1.0
3.88,57.6,38.64239769993575,1.4905907352663,0.8705970547153205,1347098965.5677516,3.88,0.20230406233981013,1.855918055898008,0.040136608443116374,1.0196908813855934,0.43273286626639934,0.4987146529562982,1.0
5.83,70.9,39.20726590824716,1.8083382852025485,0.9008768479367177,2083729385.4091344,5.83,0.19261866907051714,1.9559296716296326,0.03665925533293204,1.0120759774726704,0.6693629885548799,0.7493573264781491,0.9521245734896592
7.78,77.0,41.48395834536526,1.856139169723246,1.1529295192635,3113003588.54289,7.78,0.019156145881261147,2.8809499385694157,0.002480559360704333,0.1479335390385352,1.0,1.0,0.0946898725596749
9.72,82.5,43.500929875118764,1.8965111834813337,1.17054213380686,4276642930.9146214,9.72,0.024611031085694252,2.951761686929112,0.001254387914990475,0.48286725650223444,1.373799550586576,1.2493573264781492,0.12165366726227723
11.66,84.3,42.36628966525154,1.989789539421058,1.1889542662738213,4866077911.418746,11.66,0.02684746918459167,3.0266501877517578,0.0015517590265617565,0.4644964774038733,1.5631456158058659,1.4987146529562982,0.1327085026078022
13.59,83.9,39.191024482654186,2.1407962947519747,1.2243642348282888,4853246330.660255,13.59,0.02684746918459167,3.173152348212949,0.0015517590265617565,0.4644964774038733,1.5590236864879183,1.7467866323907455,0.1327085026078022
