r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
1.74,170.0,357.2829861608302,0.4758133092950439,0.8553793958583915,51643249923.388306,1.74,1.3228778564462411,1.8065554799751786,0.1533358670665925,11.412892864236317,0.8798708311844234,0.3270676691729323,0.9825688141537926
2.61,174.0,304.339186763716,0.5717305150555284,0.8654029192393805,56207711615.91384,2.61,1.3228778564462411,1.8390017956558347,0.1533358670665925,11.412892864236317,0.9576377554052996,0.4906015037593984,0.9825688141537926
3.5,170.0,269.4453406537215,0.63092573650578,0.8712258672684903,59081164358.24048,3.5,1.348386999945116,1.857970732605543,0.14167887200986873,12.83287674321931,1.006594148670842,0.6578947368421052,1.0015157552909746
4.37,170.0,240.08091927514775,0.7080945895794799,0.8702044942845418,58564760686.92441,4.37,0.7550319224830977,1.8546371147194618,0.05786152852929778,9.852370278809172,0.9977959315140674,0.8214285714285714,0.5608006945670903
5.32,171.0,219.24542549389713,0.7799478580444084,0.8719651101416145,59458282343.03904,5.32,0.37467811968863746,1.8603852094371758,0.018033315184820327,7.784685840326348,1.0130192887468743,1.0,0.27829253771079204
6.28,174.0,202.07898802201083,0.8610494426122501,0.8722936865371131,59626814156.07395,6.28,0.027156967369677824,1.8614588447813731,0.00011051085659829057,6.67356040319711,1.015890646119542,1.1804511278195489,0.020170863919455096
6.81,177.0,193.41644707728452,0.9151238308564065,0.8715268004635014,59234340830.1964,6.81,0.5874028505894514,1.8589534535674934,0.028865393303935616,11.95348718264542,1.0092038897289222,1.2800751879699246,0.4362940384267362
7.33,178.0,185.57758215905284,0.9591675779429095,0.870461358948068,58694126561.58814,7.33,0.1322886014538767,1.8554752295963002,0.007389048281368089,2.3684070543632223,1.0,1.3778195488721805,0.09825748735849486
7.85,180.0,178.83629301682586,1.0065071074978313,0.8698248107338673,58374156781.936844,7.85,0.1322886014538767,1.853398572512538,0.007389048281368089,2.3684070543632223,0.994548521318985,1.475563909774436,0.09825748735849486
