r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
1.87,27.7,20.154862936770375,1.3743581430893452,0.8576974144585511,176620434.9777141,1.87,0.15373271928257554,1.8140357256581,0.07085167001435522,0.33356657610507623,0.10388301561585042,0.2633802816901409,0.8971566944325607
3.36,42.4,24.84285410334328,1.7067282134178747,0.8576974144585511,482149699.48220277,3.36,0.15373271928257554,1.8140357256581,0.07085167001435522,0.33356657610507623,0.28358646476443816,0.4732394366197183,0.8971566944325607
4.86,52.5,28.66272317837229,1.831647316735569,0.8713582135846129,928348015.1874839,4.86,0.17268192827770731,1.8584028908803913,0.06620748913668408,0.45038784497847983,0.5460273686384809,0.6845070422535212,1.0077408939674417
6.35,55.6,31.195207965326983,1.782325030876492,0.7233879828017287,1436776252.0024834,6.35,0.05647114635623151,1.4036652085622687,0.005309371162990702,0.6006342884852302,0.8450701066504008,0.8943661971830986,0.32955552488894496
7.85,58.6,32.79981249946408,1.7865955788911132,0.7723309911350289,1963595482.1189013,7.85,0.07920304917813242,1.54777469896293,0.010678916712985813,0.5874306512275161,1.1549298933495993,1.1056338028169015,0.4622148500412734
9.34,59.0,32.63231680405178,1.808023633574012,0.7102387919285765,2312503180.4897113,9.34,0.051754505437757295,1.3660096759567895,0.0047660107552768075,0.5620064600444407,1.3601472787722926,1.315492957746479,0.30203005083897605
10.83,60.0,31.212744192076414,1.922291729005726,0.6548381321759338,2453194645.3192463,10.83,0.03624834991999117,1.212295005333099,0.004542356736299513,0.2892645708387369,1.4428979165438938,1.5253521126760565,0.2115388964991788
12.33,62.2,29.074217100379503,2.1393525330450984,0.6548381321759338,2423364714.2116437,12.33,0.03624834991999117,1.212295005333099,0.004542356736299513,0.2892645708387369,1.4253528165136404,1.7366197183098593,0.2115388964991788
