r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
0.6,16.0,14.318536936433135,1.117432602997896,0.5248831622927721,28601458.761052895,0.6,2.531037483372264,0.8830361965687707,0.6204114763707693,10.325648357940707,0.015363335785559469,0.09554140127388534,0.09380890784699503
0.73,16.6,16.375066412079065,1.0137363466052887,0.5248831622927721,45512285.539571844,0.73,2.531037483372264,0.8830361965687707,0.6204114763707693,10.325648357940707,0.024447023172987442,0.1162420382165605,0.09380890784699503
0.85,18.6,17.879119105817267,1.0403197098199422,0.6445912395485208,63175808.14292791,0.85,5.3511723223938255,1.1847384654820292,1.1321128586703426,25.293454627470055,0.03393502275994239,0.13535031847133758,0.19833275270028886
0.98,20.0,19.968217246414362,1.0015916670573757,0.8905967244100527,90854053.21199466,0.98,32.158228328513374,1.9217080075989423,5.248618619254592,197.03310989962344,0.04880245230273625,0.15605095541401273,1.1918939555856576
1.07,21.4,21.26249750146958,1.006466902513259,0.7966183419288225,112473956.90679416,1.07,14.900066477045206,1.621599359435477,2.3677778619750853,93.76385537922663,0.060415630598626605,0.17038216560509553,0.5522474369668005
1.54,28.9,27.1146086086449,1.065846105954333,0.26586235857739643,263249191.45018154,1.54,0.35919131358799744,0.3577499903982334,0.0956689101408532,1.3485927619235707,0.14140487579023348,0.24522292993630573,0.013312858879878408
2.02,32.9,31.18002565746218,1.0551626981142712,0.4280606540567708,456608457.279971,2.02,1.3334376180418193,0.6662673546737342,0.2754738405332583,6.454536219363355,0.2452682260133867,0.321656050955414,0.04942175983262735
2.49,35.2,33.63529247680181,1.046519813207433,0.3698385657179896,654982066.8184178,2.49,0.8729570860395671,0.5476532998180313,0.1384376061890825,5.504675319406018,0.3518250418665242,0.3964968152866242,0.0323547760065403
2.96,37.6,34.90671138907245,1.0771567559289097,0.2588878339943882,838589126.4871855,2.96,0.33544218969715023,0.3460176177617859,0.03773621209767811,2.981790073088505,0.4504499733379108,0.47133757961783435,0.012432635102411863
3.43,40.6,35.32418010371932,1.1493543482336956,0.12833632467543568,995125708.5128496,3.43,0.06158181424531185,0.14974760057599412,0.0022676291296460497,1.6723721688722664,0.5345339388613364,0.5461783439490446,0.002282432708144748
3.9,42.7,35.80341464162322,1.1926236764679747,0.10090452952475996,1162393435.342753,3.9,0.03570955417460029,0.11414077082695709,0.0021249400694513696,0.6000979875531007,0.6243821621580574,0.6210191082802548,0.0013235182405750476
4.37,45.5,35.96655251758222,1.26506425595718,0.1763020622275781,1314373231.013902,4.37,0.12961709404565463,0.21670920451698394,0.01969853249956532,0.8528854151552057,0.7060184399795256,0.695859872611465,0.004804052927151268
4.86,48.9,35.986336295877635,1.3588490808830036,0.17969661294131295,1463360010.7884147,4.86,0.13568550785144898,0.221674747454667,0.03396821572015998,0.5419936446640922,0.7860470128018994,0.7738853503184714,0.005028969102919126
