r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
0.22,50.2,33.71174869389009,1.4890951061550315,0.5025554076900425,58133288.07159416,0.22,4.361813442760529,0.8308859268280988,0.6471432676528899,29.39907970989073,0.08131352917246383,0.07062600321027288,1.0
0.66,62.2,46.8263173867004,1.3283128691573347,0.7748478705833681,336483358.17303795,0.66,4.361813442760529,1.5553538598952223,0.6471432676528899,29.39907970989073,0.47065373847692665,0.21187800963081863,1.0
1.11,72.4,46.98283622771192,1.5409882802540613,0.8328101090609434,569693264.6811955,1.11,4.002210250875365,1.7344545901412742,0.5637830816832057,28.41108116332643,0.7968544603904122,0.3563402889245586,0.9175564941957772
1.55,73.2,43.03558178995608,1.700918099754466,0.6781668401008125,667462238.2240037,1.55,1.1460945404094893,1.27605018201683,0.22341159026662408,5.879429504927838,0.9336081267673116,0.4975922953451043,0.2627564327199062
2.0,72.9,39.2542851164048,1.857122089571166,0.5382357500405933,716545521.7616735,2.0,0.44427758980853377,0.9148427894488812,0.12523974504930088,1.5760378362985308,1.0022630255389988,0.6420545746388443,0.10185616501914324
2.45,72.6,35.70664503982417,2.033234988026125,0.4886902784890154,726279560.6046163,2.45,0.31909643441088054,0.7991539232655884,0.05472586957190705,1.860592353310123,1.0158784441343953,0.7865168539325843,0.0731568276814996
2.89,71.5,32.71683358761969,2.185419313532107,0.48244021463262965,719250244.2506354,2.89,0.309304646512839,0.7850133435358408,0.032253775547133066,2.9661446677654464,1.0060462371601748,0.92776886035313,0.07091193847967155
3.34,71.1,30.257754378010276,2.3498108653982492,0.38235448258676213,710983461.1744957,3.34,0.15595963971834695,0.5724079180472099,0.009524655387774826,2.553731156750972,0.9944831322830472,1.0722311396468698,0.035755687803933754
3.78,71.4,28.287559102898925,2.524077801844801,0.32703138624269024,703270489.26855,3.78,0.10208213673782311,0.46606577210685063,0.004303362326754874,2.4215396821623933,0.9836946668979805,1.2134831460674156,0.023403599919490547
4.22,71.5,26.962677908546105,2.6518137494546608,0.2621442191571,713309722.8260998,4.22,0.05612572698070842,0.35147968828583137,0.0016313436558688084,1.9309832221926082,0.997736974461001,1.3547351524879614,0.012867521208148519
4.66,71.5,25.910028946336592,2.7595492134758635,0.19235536333328862,727380004.6966807,4.66,0.02541313367997347,0.24045612487729454,0.0006186088581380248,1.043999540161942,1.0174176825939945,1.4959871589085072,0.005826277077978343
5.11,71.3,25.06134872667471,2.845018469581007,0.1856276898420001,746224364.6112105,5.11,0.02272522436386195,0.23042262084890117,0.0003480959801796575,1.4836017989099575,1.0437760989244007,1.6404494382022472,0.0052100404251768
5.56,71.8,24.290327292978166,2.955909121107475,0.0015951183235458804,762748162.5981477,5.56,1.0583603681870138e-06,0.0015984260467518505,0.0,1.1201266689489513,1.066888645525859,1.784911717495987,2.426422821782109e-07
6.0,71.5,24.13896642360646,2.962015802386522,0.001646597405843446,812883366.5433595,6.0,1.0583603681870138e-06,0.0016501220737654729,0.0,1.1201266689489513,1.1370149105935734,1.9261637239165328,2.426422821782109e-07
