r_kpc,Vobs,Vlum,DeltaX_obs,DeltaX_pred,M_Msun,D_kpc,I,B,Ient,klum,Mhat,Dhat,Ihat
0.35,20.9,48.76689450846752,0.42856942626049477,0.32313562480997077,193534275.30452856,0.35,1.5014568943409943,0.45887724643770006,0.20778653684259757,10.849465224360689,0.0020803660991114098,0.022285896211397642,0.6565104252859869
1.07,61.7,98.2917982336268,0.6277227714701804,0.4754467100330413,2403576692.3744054,1.07,1.5014568943409943,0.769311156338657,0.20778653684259757,10.849465224360689,0.025836867705020118,0.06813116841770138,0.6565104252859869
1.6,81.3,114.28088772843864,0.7114050443254354,0.5379121628844428,4858551813.453432,1.6,2.521677466438919,0.9140665063571678,0.16359414795991808,38.86971095264226,0.05222623469450257,0.10187838268067495,1.1026007820574328
3.7,124.0,144.2299608264524,0.8597381521111656,0.671835061037797,17895850394.45141,3.7,0.14771789742059654,1.2586061150493555,0.010554329395507898,2.0674527391242012,0.19236861489679036,0.23559375994906082,0.06458949306067989
5.09,156.0,154.52556325734588,1.009541701137168,0.7208868932796998,28259085164.069935,5.09,0.03917942458973898,1.3964681800528942,0.0003462249790567421,4.433612258032575,0.30376656886604547,0.32410060490289716,0.017131161604981886
6.61,166.0,166.54641455161982,0.9967191455121331,0.759131058091582,42629641448.43766,6.61,0.10425500988360771,1.5082950104586004,0.0057311620691011395,1.896492710340649,0.4582405919936247,0.4208850684495384,0.045585391851640934
8.17,165.0,171.96749983645165,0.9594836242715743,0.7885809534356226,56176471390.9382,8.17,0.15116009895039884,1.596998849593489,0.009706373089264034,2.354059060429839,0.6038600990213085,0.5202164915631964,0.0660945920074215
9.11,174.0,169.32463524248325,1.0276118401248662,0.803141397886775,60729306223.79916,9.11,0.13042467991212486,1.6416883343861546,0.020142297649019373,0.844521187532366,0.6528000773596875,0.5800700413880929,0.05702805215362484
10.37,164.0,167.16574589311054,0.981062233317017,0.8199545073643689,67377203671.31608,10.37,0.044134682717789746,1.6939775197556572,0.01064785476062719,0.18293546093459617,0.7242606000935635,0.6602992677491244,0.019297842935168397
11.28,176.0,169.28614828154133,1.0396597818936302,0.8305853706688847,75160834335.05933,11.28,0.016614366997114615,1.7274190460288041,0.009195488024412717,0.030018764635653013,0.8079295075022171,0.7182425978987583,0.007264614245166594
13.62,174.0,167.92996754599818,1.0361462134644859,0.8536503683187984,89304462516.07219,13.62,0.0675852410407105,1.8009850050488645,0.003964636401783557,1.1521270410764664,0.9599642028548467,0.8672397325692454,0.029551574544647474
15.04,168.0,163.23701847313924,1.0291783173413236,0.8654052525124222,93180446921.23296,15.04,0.07330075902028202,1.8390093789113382,0.005336082957661308,1.0069186171918754,1.001628484514997,0.9576567971983444,0.03205067868386096
16.37,166.0,157.67489368951544,1.0527991877189902,0.8752702285102895,94626639775.53587,16.37,0.032950160005526696,1.87119759330168,0.0026493242508329406,0.40980753641177214,1.0171741059928199,1.0423432028016555,0.014407422310957665
17.59,167.0,151.53043027722188,1.1020888655465233,0.8835258369447031,93908563575.3829,17.59,0.011833184222362172,1.8983291128581927,0.0026191954889901313,0.05346078573705449,1.0094552593904473,1.1200254695956702,0.005174047177504983
18.8,167.0,146.28146704213765,1.1416347085984186,0.891087259691927,93535421778.18185,18.8,0.03476875970643392,1.9233347153927756,0.0017447121118944705,0.6928745684072272,1.0054442306264877,1.1970709964979307,0.015202603090084595
20.13,165.0,141.09410831072998,1.169432246147531,0.8987896619508524,93175381294.19124,20.13,0.006166262978323081,1.9489593753094983,0.00040541696880447037,0.0937868960689111,1.0015740323578701,1.2817574021012417,0.0026961919090597187
21.35,165.0,136.81627278946024,1.2059968937606589,0.9053757646316526,92920820215.9543,21.35,0.012891999638623777,1.9709926223687069,0.0004304315013835908,0.38613264630498934,0.9988376682875572,1.3594396688952564,0.005637013088713751
22.57,165.0,133.22192649860608,1.2385348593628573,0.9115664390515821,93137081215.13821,22.57,0.012619145778673619,1.9918058236983185,0.00032222523327290586,0.49419729971472115,1.0011623317124427,1.437121935689271,0.005517708029532932
23.89,165.0,129.75872725947954,1.271590770692812,0.9178768832063868,93525265396.62538,23.89,0.0025336014065780593,2.0131242477484594,6.201996298167929e-05,0.10350112735975889,1.0053350562084344,1.5211716014008279,0.00110781451216273
25.11,163.0,127.03717920357016,1.283088943110122,0.9233950143034232,94221072154.26501,25.11,0.008660054301115912,2.0318508724759683,0.0002898739035783276,0.25872125628587744,1.0128145209587915,1.5988538681948423,0.003786599504557031
26.33,162.0,124.66476727608327,1.2994850392752422,0.9286465267764443,95143246332.98537,26.33,0.007855731785026169,2.0497462099785837,0.00020939678152640044,0.29471571352919673,1.0227272865186232,1.676536134988857,0.003434910342453621
27.65,162.0,122.35681019052434,1.3239965944498424,0.934061460279088,96247858209.07669,27.65,0.0027378846921050806,2.0682735153314007,0.0001445891785560083,0.051843524267341096,1.0346011372671808,1.7605858007004138,0.0011971371608285963
28.87,162.0,120.51073188724729,1.3442786170411034,0.938845420340743,97485018229.863,28.87,0.0025369891221014343,2.0847053606239654,0.00015206536315668246,0.04232596872852149,1.047899793344354,1.8382680674944285,0.0011092957871612873
30.09,160.0,118.391768717255,1.3514453051386908,0.9434386741681318,98062926678.54013,30.09,0.0025369891221014343,2.100538165659091,0.00015206536315668246,0.04232596872852149,1.0541119288595031,1.9159503342884432,0.0011092957871612873
